year,lobbyist_name,agency,agency_address
2025,MARGARET HANSEN,BOARD OF MEDICAL AND OSTEOPATHIC EXAMINERS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,WHITNEY BURROWS,BOARD OF MEDICAL AND OSTEOPATHIC EXAMINERS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,MARGARET HANSEN,BOARD OF MEDICAL AND OSTEOPATHIC EXAMINERS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,KARLI LABRIE,BOARD OF MEDICAL AND OSTEOPATHIC EXAMINERS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,DAMGAARD GLORIA,BOARD OF NURSING,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,NOVOTNY BRITTANY,BOARD OF NURSING,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,GLORIA DAMGAARD,BOARD OF NURSING,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,GLORIA DAMGAARD,BOARD OF NURSING,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,GLORIA DAMGAARD,BOARD OF NURSING,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,FRANCIE MILLER,BOARD OF NURSING,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,LINDA YOUNG,BOARD OF NURSING,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,GLORIA DAMGAARD,BOARD OF NURSING,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,LINDA YOUNG,BOARD OF NURSING,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,LINDA YOUNG,BOARD OF NURSING,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,LINDA YOUNG,BOARD OF NURSING,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,BRITTANY NOVOTNY,BOARD OF NURSING FACILITY ADMINISTRATORS,"- , SD"
2014,JENNIFER STALLEY,BOARD OF NURSING FACILITY ADMINISTRATORS,"- , SD"
2014,LOREN DIEKMAN,BOARD OF NURSING FACILITY ADMINISTRATORS,"- , SD"
2014,GLORIA DAMGAARD,BOARD OF NURSING FACILITY ADMINISTRATORS,"- , SD"
2014,GALE WALKER,BOARD OF NURSING FACILITY ADMINISTRATORS,"- , SD"
2013,DENISE AMUNDSON,BOARD OF OPTOMETRY,"500 EAST CAPITOL AVENUE , SD 57501"
2013,NAOMI CROMWELL,BOARD OF OPTOMETRY,"500 EAST CAPITOL AVENUE , SD 57501"
2013,MIKE BARTLETT,BOARD OF OPTOMETRY,"500 EAST CAPITOL AVENUE , SD 57501"
2022,DENI AMUNDSON,BOARD OF OPTOMETRY,"500 EAST CAPITOL AVENUE , SD 57501"
2017,KARI SHANARD-KOENDERS,BOARD OF PHARMACY,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,TOM NELSON,BOARD OF PHARMACY,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,KARI SHANARD-KOENDERS,BOARD OF PHARMACY,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,KARI SHANARD-KOENDERS,BOARD OF PHARMACY,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,TYLER LAETSCH,BOARD OF PHARMACY,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,JENNA HEYEN,BOARD OF PHARMACY,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,MELISSA DENOON,BOARD OF PHARMACY,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,TYLER LAETSCH,BOARD OF PHARMACY,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,MELISSA DENOON,BOARD OF PHARMACY,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,JENNA HEYEN,BOARD OF PHARMACY,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,WARNER JACK,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,SHEKLETON JAMES,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,TOMAN JANELLE,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,GINGERICH SAM,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,MINDER JANICE,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,ANDERSON SHELLY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,JOHNSON GARY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,TURMAN PAUL,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,GOUGH PAUL,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,KRAMER MONTE,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,PAGONES CAROLE,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,JOHNSON KATHRYN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,KROGMAN DEAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,MORRIS RANDY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,SCHAEFER RANDY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,JEWETT HARVEY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,WEBER PATRICK,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,BALOUN TERRY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,SCHALLENKAMP KAY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,JOHNSON KATHY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,CUSTER RODNEY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,HANSEN JAMES,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,CLAUDEAN HLUCHY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,SHELLY ANDERSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,CLAUDEAN HLUCHY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,KATHY JOHNSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,RODNEY CUSTER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,SAM GINGERICH,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,BARBARA BASEL,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JAMES HANSEN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,HARVEY JEWETT,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,PATRICK WEBER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,TERRY BALOUN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JANELLE TOMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,CAROLE PAGONES,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,KATHRYN JOHNSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,DEAN KROGMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,RANDY MORRIS,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,RANDY SCHAEFER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,KAY SCHALLENKAMP,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,DAVID BOROFSKY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JAMES SMITH,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JAMES W ABBOTT,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,DAVID CHICOINE,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JACK WARNER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,PAUL GOUGH,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JAMES SHEKLETON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,STACY KRUSEMARK,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,TOM HAWLEY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,TIM HENDERSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,LAURIE NICHOLS,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,WES TSCHETTER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,BARRY DUNN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,CECELIA WITTMAYER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,VERONICA PAULSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,SHEILA GESTRING,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,CHUCK STABEN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,MARY D NETTLEMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,R. LEE GINSBACH,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,DUANE HRNCIR,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,MARJE KAISER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,MONTE KRAMER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,PAUL TURMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,DANIEL SCHOLL,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,DAVID HERBSTER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,DEAN KATTELMANN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,MARYSZ RAMES,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JUSTIN SELL,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,MARK LEE,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,KATHRYN JOHNSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,HARVEY JEWETT,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JAMES SMITH,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,HEATHER WILSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JAMES W. ABBOTT,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,DAVID CHICOINE,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,MARJE KAISER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JACK WARNER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,MONTE KRAMER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JAMES SHEKLETON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JANELLE TOMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,SAM GINGERICH,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,BARBARA BASEL,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,SHELLY ANDERSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,PAUL TURMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,HEATHER FORNEY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,CLAUDEAN HLUCHY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,KATHY JOHNSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,RODNEY CUSTER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,STACY KRUSEMARK,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JUDY DITTMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,VERONICA PAULSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,TOM HAWLEY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,DAVID MARSHALL,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,DUANE HRNCIR,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,LAURIE NICHOLS,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,WES TSCHETTER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,BARRY DUNN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,DANIEL SCHOLL,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,SHEILA GESTRING,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,CHUCK STABEN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,MARY D. NETTLEMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,R. LEE GINSBACH,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,TERRY BALOUN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,KATHRYN JOHNSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,DEAN KROGMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,RANDY MORRIS,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,RANDY SCHAEFER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JOE SCHARTZ,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,KEVIN SCHIEFFER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,BOB SUTTON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,KAY SCHALLENKAMP,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,DAVID BOROFSKY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JUSTIN SELL,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JAMES HANSEN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,CHARLOTTE DAVIDSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,DEAN KATTELMANN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,KURT COGSWELL,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,HARVEY JEWETT,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,TERRY BALOUN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,KATHRYN JOHNSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,KROGMAN DEAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,RANDY SCHAEFER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,JOE SCHARTZ,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,KEVIN SCHIEFFER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,BOB SUTTON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,JACK WARNER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,MONTE KRAMER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,JAMES SHEKLETON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,JANELLE TOMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,PAUL TURMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,BARBARA BASEL,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,SHELLY ANDERSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,NATHAN LUKKES,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,CLAUDEN HLUCHY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,JAMES O. HANSEN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,DANIEL PALMER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,JAY PERRY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,WESLEY TSCHETTER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,JIM SHEKLETON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,HARVEY JEWETT,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,TERRY BALOUN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,KATHRYN JOHNSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,JIM MORGAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,RANDY SCHAEFER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,JOE SCHARTZ,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,KEVIN SCHIEFFER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,BOB SUTTON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,JOHN BASTIAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,MIKE RUSH,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,MONTE KRAMER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,GUILHERME COSTA,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,JANELLE TOMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,PAUL TURMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,KAYLA BASTIAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,NATHAN LUKKES,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,LEAH AHARTZ,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,JAY PERRY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,CLAUDEN HLUCHY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,JIM SHEKLETON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,JAMES HANSEN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,MICHAEL LAWLER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,HARVEY JEWETT,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,KATHRYN JOHNSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,HEATHER WILSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,RICHARD HANSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,NANCY FAHRENWALD,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,SCOTT BROWN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,MATT MAHER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,DEAN KATTELMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,MARCUS GARSTECKI,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,DAVID OVERBY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,LESLIE OLIVE,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,ALAN LAFAVE,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,BARRY DUNN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,BOB SUTTON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,CHRIS CRAWFORD,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,CLAUDEAN HLUCHY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,CONRAD ADAM,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,DANIEL SCHOLL,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,DEMITRIS KOURIS,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,DENNIS HEDGE,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,GUILHERME COSTA,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,JAMES ABBOTT,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,JANELLE TOMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,JAY PERRY,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,JIM MORAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,JIM MORGAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,JOHN BASTIAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,JOSE-MARIE GRIFFITHS,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,KATHY JOHNSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,KAYLA BASTIAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,KEVIN SCHIEFFER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,LEAH AHARTZ,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,MARJE KAISER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,MARY NETTLEMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,MIKE RUSH,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,MONTE KRAMER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,NATHAN LUKKES,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,PAM ROBERTS,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,PAUL TURMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,RANDY SCHAEFER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,SHEILA GESTRING,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,STACY KRUSEMARK,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,STEVE MALOTT,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,TIMOTHY DOWNS,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,TOM JACKSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,VERONICA PAULSON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,WES TSCHETTER,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,CONRAD ADAM,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,BOB SUTTON,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,JAMES ABBOTT,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,MIKE RUSH,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,GUILHERME COSTA,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,PAUL TURMAN,BOARD OF REGENTS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
